ingredient,measurement,name,unit
Celery salt,1,Caesar,oz
Vodka,1.5,Caesar,oz
Tomato-clam juice,4,Caesar,oz
Prepared horseradish,0.5,Caesar,oz
Each worcestershire sauce,1,Caesar,oz
Salt,1,Caesar,oz
Ground black pepper,1,Caesar,oz
Celery stalk,1,Caesar,units
Lemon wedges,1,Caesar,units
Hot black coffee,1,Caf_ di Amaretto,oz
Amaretto,1,Caf_ di Amaretto,oz
Whipped cream,1,Caf_ di Amaretto,units
Egg white,1,Cafe De Paris Cocktail,units
Anis,1,Cafe De Paris Cocktail,oz
Light cream,1,Cafe De Paris Cocktail,oz
Gin,1.5,Cafe De Paris Cocktail,oz
Amaretto di saronno,1,Cafe di Saronno,oz
Hot black coffee,1,Cafe di Saronno,oz
Creme de cacao (brown),1,Caledonia,oz
Brandy,1,Caledonia,oz
Milk,1,Caledonia,oz
Egg yolk,1,Caledonia,units
Bourbon whiskey,2,California Lemonade,oz
Lemon juice,1,California Lemonade,oz
Lime juice,1,California Lemonade,oz
Simple syrup,1,California Lemonade,oz
Grenadine,0.25,California Lemonade,oz
Soda water,1,California Lemonade,oz
Orange,1,California Lemonade,units
Lemon wheels,1,California Lemonade,units
Maraschino cherry,1,California Lemonade,units
Strega,0.5,Calm Voyage,oz
Light rum,0.5,Calm Voyage,oz
Passion fruit syrup,1,Calm Voyage,oz
Lemon juice,2,Calm Voyage,oz
Egg white,0.5,Calm Voyage,units
Calvados,1.5,Calvados Cocktail,oz
Orange juice,1.5,Calvados Cocktail,oz
Triple sec,0.75,Calvados Cocktail,oz
Orange bitters,1,Calvados Cocktail,oz
Blended scotch whiskey,0.75,Cameron's Kick Cocktail,oz
Irish whiskey,0.75,Cameron's Kick Cocktail,oz
Lemon juice,0.5,Cameron's Kick Cocktail,oz
Orange bitters,2,Cameron's Kick Cocktail,oz
Anejo tequila,1.75,Camino Del Ray,oz
Oloroso sherry,1,Camino Del Ray,oz
Drambuie,0.5,Camino Del Ray,oz
Rhubarb bitters,1,Camino Del Ray,oz
Lemon twist,1,Camino Del Ray,units
Canadian whisky,1.5,Canadian Breeze,oz
Pineapple juice,0.75,Canadian Breeze,oz
Lemon juice,0.5,Canadian Breeze,oz
Maraschino liqueur,0.25,Canadian Breeze,oz
Pineapple wedge,1,Canadian Breeze,units
Maraschino cherry,1,Canadian Breeze,units
Maraschino liqueur,1,Canadian Cherry,oz
Canadian whisky,1.5,Canadian Cherry,oz
Maraschino liqueur,0.5,Canadian Cherry,oz
Lemon juice,0.5,Canadian Cherry,oz
Orange juice,0.5,Canadian Cherry,oz
Canadian whisky,1.5,Canadian Cocktail,oz
Triple sec,0.5,Canadian Cocktail,oz
Simple syrup,0.5,Canadian Cocktail,oz
Angostura bitters,1,Canadian Cocktail,oz
Canadian whisky,1.5,Canadian Pineapple,oz
Pineapple juice,1,Canadian Pineapple,oz
Lemon juice,1,Canadian Pineapple,oz
Maraschino,0.5,Canadian Pineapple,oz
Blended scotch whiskey,1,Canal Street Daisy,oz
Orange juice,1,Canal Street Daisy,oz
Lemon juice,0.75,Canal Street Daisy,oz
Soda water,1,Canal Street Daisy,oz
Orange wheel,1,Canal Street Daisy,units
Vodka,1.5,Cape Codder,oz
Cranberry juice,5,Cape Codder,oz
Lime wedges,1,Cape Codder,units
Old mr. boston anisette,1,Cape Codder,oz
Old mr. boston five star brandy,1,Cape Codder,oz
Egg white,1,Cape Codder,units
Vodka,0.75,Cappuccino Cocktail,oz
Coffee-flavored brandy,0.75,Cappuccino Cocktail,oz
Half-and-half,0.75,Cappuccino Cocktail,oz
Vodka,1.5,Cappuccino Cocktail,oz
Cranberry juice,5,Cappuccino Cocktail,oz
Lime wedges,1,Cappuccino Cocktail,units
Coffee-flavored brandy,1,Cara Sposa,oz
Triple sec,0.75,Cara Sposa,oz
Half-and-half,0.5,Cara Sposa,oz
Light rum,0.5,Caribbean Champagne,oz
Creme de banana,0.5,Caribbean Champagne,oz
Chilled champagne,3,Caribbean Champagne,oz
Vodka,1,Caribbean Cruise,oz
Light rum,0.25,Caribbean Cruise,oz
Coconut-flavored rum,0.25,Caribbean Cruise,oz
Grenadine,1,Caribbean Cruise,oz
Pineapple juice,4,Caribbean Cruise,oz
Pineapple wedge,1,Caribbean Cruise,units
Maraschino cherry,1,Caribbean Cruise,units
Straight rye whiskey,1,Carre Reprise,oz
Cognac,1,Carre Reprise,oz
Sweet vermouth,1,Carre Reprise,oz
Elderflower liqueur,0.5,Carre Reprise,oz
Angostura bitters,1,Carre Reprise,oz
Peychaud's bitters,1,Carre Reprise,oz
Brandy,1.5,Carrol Cocktail,oz
Sweet vermouth,0.75,Carrol Cocktail,oz
Brandy,1.5,Carroll Cocktail,oz
Sweet vermouth,0.75,Carroll Cocktail,oz
Maraschino cherry,1,Carroll Cocktail,units
Gin,1.5,Caruso,oz
Dry vermouth,1,Caruso,oz
Green creme de menthe,0.5,Caruso,oz
Light rum,2,Casa Blanca,oz
Lime juice,1.5,Casa Blanca,oz
Triple sec,1.5,Casa Blanca,oz
Maraschino,1.5,Casa Blanca,oz
Citrus-flavored vodka,1.5,Casco Bay Lemonade,oz
Simple syrup,2,Casco Bay Lemonade,oz
Lemon juice,2,Casco Bay Lemonade,oz
Cranberry juice,1,Casco Bay Lemonade,oz
Lemon-lime soda,3,Casco Bay Lemonade,oz
Lemon wheels,1,Casco Bay Lemonade,units
Blanco tequila,1.5,Catalina Margarita,oz
Peach schnapps,1,Catalina Margarita,oz
Blue curacao,1,Catalina Margarita,oz
Simple syrup,2,Catalina Margarita,oz
Lemon juice,2,Catalina Margarita,oz
Vodka,0.75,Champagne Flamingo,oz
Campari,0.75,Champagne Flamingo,oz
Chilled champagne,5,Champagne Flamingo,oz
Chilled stout,5,Champagne Velvet,oz
Chilled champagne,5,Champagne Velvet,oz
Brandy,1,Champs Elysees Cocktail,oz
Yellow chartreuse,0.5,Champs Elysees Cocktail,oz
Lemon juice,0.5,Champs Elysees Cocktail,oz
Simple syrup,1,Champs Elysees Cocktail,oz
Angostura bitters,1,Champs Elysees Cocktail,oz
Blended scotch whiskey,1.5,Chancellor Cocktail,oz
Dry vermouth,0.5,Chancellor Cocktail,oz
Tawny port,0.5,Chancellor Cocktail,oz
Peychaud's bitters,1,Chancellor Cocktail,oz
Reposado tequila,1.5,Chapala,oz
Orange juice,1.5,Chapala,oz
Lemon juice,0.75,Chapala,oz
Grenadine,0.25,Chapala,oz
Orange blossoms,1,Chapala,units
Bourbon whiskey,2,Chapel Hill,oz
Triple sec,0.5,Chapel Hill,oz
Lemon juice,0.5,Chapel Hill,oz
Orange wheel,1,Chapel Hill,units
Bourbon whiskey,0.75,Chaplin,oz
Dry sherry,0.75,Chaplin,oz
Ramazzotti amaro,0.75,Chaplin,oz
Triple sec,1,Chaplin,oz
Orange bitters,2,Chaplin,oz
Lemon twist,1,Chaplin,units
Scotch whiskey,2,Character Development,oz
Coconut liqueur,0.5,Character Development,oz
Dry sherry,0.5,Character Development,oz
Grapefruit bitters,2,Character Development,oz
Brandy,1.5,Charles Cocktail,oz
Sweet vermouth,1.5,Charles Cocktail,oz
Angostura bitters,1,Charles Cocktail,oz
Bourbon whiskey,1.5,Chas,oz
Amaretto,0.25,Chas,oz
Benedictine,0.25,Chas,oz
Triple sec,0.25,Chas,oz
Orange curacao,0.25,Chas,oz
Orange wheel,1,Chas,units
Dark rum,1.25,Chateau Briand's Rum Cow,oz
Sugar,1,Chateau Briand's Rum Cow,oz
Bitters,2,Chateau Briand's Rum Cow,oz
Milk,0.75,Chateau Briand's Rum Cow,oz
Bourbon whiskey,2,Chef's Pain,oz
Lime juice,0.75,Chef's Pain,oz
Blackberry liqueur,0.5,Chef's Pain,oz
B & b,0.5,Chef's Pain,oz
Lemon juice,0.25,Chelsea Sidecar Cocktail,oz
Old mr. boston triple sec,0.75,Chelsea Sidecar Cocktail,oz
Old mr. boston dry gin,0.75,Chelsea Sidecar Cocktail,oz
Superfine sugar,0.5,Cherry Blossom,oz
Brandy,1,Cherry Blossom,oz
Cherry-flavored brandy,0.5,Cherry Blossom,oz
Lemon juice,0.5,Cherry Blossom,oz
Triple sec,0.25,Cherry Blossom,oz
Grenadine,0.25,Cherry Blossom,oz
Maraschino cherry,0.25,Cherry Blossom,units
Old mr. boston five star brandy,1.5,Cherry Blossom Cocktail,oz
Old mr. boston wild cherry flavored brandy,0.5,Cherry Blossom Cocktail,oz
Old mr. boston triple sec,1.5,Cherry Blossom Cocktail,oz
Grenadine,1.5,Cherry Blossom Cocktail,oz
Lemon juice,2,Cherry Blossom Cocktail,oz
Cherry vodka,2,Cherry Cooler,oz
Cola,3,Cherry Cooler,oz
Lemon juice,0.5,Cherry Fizz,oz
Cherry-flavored brandy,2,Cherry Fizz,oz
Club soda,1,Cherry Fizz,units
Egg,1,Cherry Flip,units
Powdered sugar,1,Cherry Flip,oz
Cherry-flavored brandy,1.5,Cherry Flip,oz
Light cream,2,Cherry Flip,oz
Light rum,1.25,Cherry Rum,oz
Cherry-flavored brandy,1.5,Cherry Rum,oz
Light cream,1,Cherry Rum,oz
Cherry-flavored brandy,2,Cherry Sling,oz
Lemon juice,0.5,Cherry Sling,oz
Danish cherry wine,0.75,Cherry Wine Cocktail,oz
Vodka,0.75,Cherry Wine Cocktail,oz
Lime juice,0.5,Cherry Wine Cocktail,oz
Bourbon whiskey,2,Chi-Town Flip,oz
Tawny port,0.75,Chi-Town Flip,oz
Lemon juice,0.75,Chi-Town Flip,oz
Vanilla liqueur,0.75,Chi-Town Flip,oz
Simple syrup,0.25,Chi-Town Flip,oz
Egg,1,Chi-Town Flip,units
Grated nutmet,1,Chi-Town Flip,oz
Lemon wedges,1,Chicago Cocktail,units
Superfine sugar,1,Chicago Cocktail,oz
Brandy,1,Chicago Cocktail,oz
Lemon juice,0.5,Chicago Cocktail,oz
Orange curacao,0.25,Chicago Cocktail,oz
Maraschino liqueur,0.25,Chicago Cocktail,oz
Lemon juice,0.5,Chicago Fizz,oz
Powdered sugar,1,Chicago Fizz,oz
Egg white,1,Chicago Fizz,units
Port,1,Chicago Fizz,oz
Light rum,1,Chicago Fizz,oz
Anejo tequila,1.5,Chinchona,oz
Lillet rouge,0.75,Chinchona,oz
Orange curacao,0.5,Chinchona,oz
Orange bitters,2,Chinchona,oz
Orange wheel,1,Chinchona,units
Port,1.5,Chocolate Cocktail,oz
Yellow chartreuse,1.5,Chocolate Cocktail,oz
Egg yolk,1,Chocolate Cocktail,units
Powdered sugar,1,Chocolate Cocktail,oz
Lemon juice,0.5,Chocolate Daisy,oz
Powdered sugar,0.5,Chocolate Daisy,oz
Grenadine,1,Chocolate Daisy,oz
Brandy,1.5,Chocolate Daisy,oz
Port,1.5,Chocolate Daisy,oz
Egg,1,Chocolate Flip,units
Powdered sugar,1,Chocolate Flip,oz
Sloe gin,0.75,Chocolate Flip,oz
Brandy,0.75,Chocolate Flip,oz
Light cream,2,Chocolate Flip,oz
Lime juice,0.5,Chocolate Soldier,oz
Dubonnet,0.75,Chocolate Soldier,oz
Gin,1.5,Chocolate Soldier,oz
Lime juice,0.5,Chocolate Soldier Cocktail,oz
Dubonnet,0.75,Chocolate Soldier Cocktail,oz
Old mr. boston dry gin,1.5,Chocolate Soldier Cocktail,oz
Blanco tequila,2,Chupa Cabra,oz
Fresh grapefruit juice,0.75,Chupa Cabra,oz
Lime juice,0.5,Chupa Cabra,oz
Campari,0.5,Chupa Cabra,oz
Simple syrup,0.5,Chupa Cabra,oz
Angostura bitters,1,Chupa Cabra,oz
Lime wheels,1,Chupa Cabra,units
Egg,1,Cider Eggnog,units
Powdered sugar,1,Cider Eggnog,oz
Milk,0.5,Cider Eggnog,oz
Citrus-flavored vodka,1,Citronella Cooler,oz
Lime juice,1,Citronella Cooler,oz
Lemonade,2,Citronella Cooler,oz
Cranberry juice,1,Citronella Cooler,oz
Lime wedges,1,Citronella Cooler,units
Vodka,1.5,Clamato Cocktail,oz
Clam juice,1,Clamato Cocktail,oz
Tomato juice,3,Clamato Cocktail,oz
Lemon juice,0.25,Classic Cocktail,oz
Curacao,1.5,Classic Cocktail,oz
Maraschino,1.5,Classic Cocktail,oz
Brandy,1,Classic Cocktail,oz
Sweet vermouth,1,Clove Cocktail,oz
Sloe gin,0.5,Clove Cocktail,oz
Muscatel wine,0.5,Clove Cocktail,oz
Lemon juice,1,Clover Club Cocktail,oz
Grenadine,2,Clover Club Cocktail,oz
Egg white,1,Clover Club Cocktail,units
Gin,1.5,Clover Club Cocktail,oz
Lime juice,1,Clover Leaf Cocktail,oz
Grenadine,2,Clover Leaf Cocktail,oz
Egg white,1,Clover Leaf Cocktail,units
Gin,1.5,Clover Leaf Cocktail,oz
Egg,1,Coffee Cocktail,units
Powdered sugar,1,Coffee Cocktail,oz
Port,1,Coffee Cocktail,oz
Brandy,1,Coffee Cocktail,oz
Egg,1,Coffee Flip,units
Powdered sugar,1,Coffee Flip,oz
Brandy,1,Coffee Flip,oz
Port,1,Coffee Flip,oz
Light cream,2,Coffee Flip,oz
Coffee-flavored brandy,0.75,Coffee Grasshopper,oz
White creme de menthe,0.75,Coffee Grasshopper,oz
Half-and-half,0.75,Coffee Grasshopper,oz
Bourbon whiskey,2,Coffee Old-Fashioned,oz
Simple syrup,0.75,Coffee Old-Fashioned,oz
Angostura bitters,2,Coffee Old-Fashioned,oz
Cold brewed coffee,1,Coffee Old-Fashioned,oz
Soda water,2,Coffee Old-Fashioned,oz
Orange wheel,1,Coffee Old-Fashioned,units
Maraschino cherry,1,Coffee Old-Fashioned,units
Coffee-flavored brandy,1.5,Coffee Sour,oz
Lemon juice,1,Coffee Sour,oz
Powdered sugar,1,Coffee Sour,oz
Egg white,0.5,Coffee Sour,units
Cognac,2,Cognac Coupling,oz
Tawny port,1,Cognac Coupling,oz
Anis,0.5,Cognac Coupling,oz
Lemon juice,1,Cognac Coupling,oz
Cognac,2,Cognac Highball,oz
Lemon twist,1,Cognac Highball,units
Ginger ale,3,Cognac Highball,oz
Soda water,3,Cognac Highball with Soda water,oz
Cognac,2,Cognac Highball with Soda water,oz
Lemon twist,1,Cognac Highball with Soda water,units
Brandy,1,Cold Deck Cocktail,oz
Sweet vermouth,0.5,Cold Deck Cocktail,oz
White creme de menthe,1,Cold Deck Cocktail,oz
Raspberry yogurt,1.5,Cole's Raspberry Cream,oz
Raspberry ice cream,1.5,Cole's Raspberry Cream,oz
White creme de cacao,1.5,Cole's Raspberry Cream,oz
Vodka,1.5,Cole's Raspberry Cream,oz
Heavy cream,2,Cole's Raspberry Cream,oz
Dry vermouth,2.5,Combo,oz
Brandy,1,Combo,oz
Triple sec,0.5,Combo,oz
Powdered sugar,0.5,Combo,oz
Bitters,1,Combo,oz
Bourbon whiskey,2,Commodore Cocktail,oz
White creme de cacao,0.75,Commodore Cocktail,oz
Lemon juice,0.5,Commodore Cocktail,oz
Grenadine,1,Commodore Cocktail,oz
Strawberries,1,Company B,units
Hulled,1,Company B,oz
Blanco tequila,1.5,Company B,oz
Campari,0.5,Company B,oz
Triple sec,0.5,Company B,oz
Lemon juice,0.5,Company B,oz
Agave nectar,0.25,Company B,oz
Strawberries,0.25,Company B,units
Dark rum,1.5,Cool Carlos,oz
Cranberry juice,2,Cool Carlos,oz
Pineapple juice,2,Cool Carlos,oz
Orange curacao,1,Cool Carlos,oz
Sour mix,1,Cool Carlos,oz
Lemon juice,0.5,Cornell Cocktail,oz
Maraschino,1,Cornell Cocktail,oz
Egg white,1,Cornell Cocktail,units
Gin,1.5,Cornell Cocktail,oz
Gin,0.75,Coronation Cocktail,oz
Dubonnet,0.75,Coronation Cocktail,oz
Dry vermouth,0.75,Coronation Cocktail,oz
Cognac,2,Corpse Reviver No. 1,oz
Calvados,1,Corpse Reviver No. 1,oz
Apple brandy,1,Corpse Reviver No. 1,oz
Applejack,1,Corpse Reviver No. 1,oz
Sweet vermouth,1,Corpse Reviver No. 1,oz
Vodka,1.5,Cosmopolitan,oz
Lime juice,0.5,Cosmopolitan,oz
Triple sec,0.5,Cosmopolitan,oz
Cranberry juice,0.5,Cosmopolitan,oz
Lime wheels,1,Cosmopolitan,units
Vanilla-infused bourbon,2,Cotton Club Flip,oz
Honey-currant syrup,0.5,Cotton Club Flip,oz
Lime juice,0.75,Cotton Club Flip,oz
Egg white,1,Cotton Club Flip,units
Rhubarb bitters,2,Cotton Club Flip,oz
Stick of cotton candy,1,Cotton Club Flip,units
Blanco tequila,0.75,Count Camillo's Paloma,oz
Sweet vermouth,0.75,Count Camillo's Paloma,oz
Campari,0.75,Count Camillo's Paloma,oz
Grapefruit soda,2,Count Camillo's Paloma,oz
Rosemary sprig,1,Count Camillo's Paloma,units
Blended whiskey,1.5,Cowboy Cocktail,oz
Light cream,1,Cowboy Cocktail,oz
Vanilla liqueur,1.5,Creamsicle,oz
Milk,1.5,Creamsicle,oz
Orange juice,3,Creamsicle,oz
Orange juice,1,Creamy Orange,oz
Cream sherry,1,Creamy Orange,oz
Brandy,0.75,Creamy Orange,oz
Light cream,1,Creamy Orange,oz
Vodka,2,Creamy Screwdriver,oz
Egg yolk,1,Creamy Screwdriver,units
Orange juice,6,Creamy Screwdriver,oz
Sugar,1,Creamy Screwdriver,oz
Coffee-flavored brandy,1,Creme De Cafe,oz
Light rum,0.5,Creme De Cafe,oz
Anisette,0.5,Creme De Cafe,oz
Half-and-half,1,Creme De Cafe,oz
Gin,1.5,Creme de Gin Cocktail,oz
White creme de menthe,0.5,Creme de Gin Cocktail,oz
Egg white,1,Creme de Gin Cocktail,units
Lemon juice,2,Creme de Gin Cocktail,oz
Orange juice,2,Creme de Gin Cocktail,oz
Bourbon whiskey,1.5,Creole Lady,oz
Madeira,1.5,Creole Lady,oz
Grenadine,1,Creole Lady,oz
Maraschino cherry,1,Creole Lady,units
Old kentucky tavern bourbon whiskey,1.5,Creole Lady Cocktail,oz
Madeira,1.5,Creole Lady Cocktail,oz
Grenadine,1,Creole Lady Cocktail,oz
Citrus-flavored vodka,1.5,Crocodile Cooler,oz
Melon liqueur,1,Crocodile Cooler,oz
Triple sec,0.75,Crocodile Cooler,oz
Simple syrup,0.75,Crocodile Cooler,oz
Lemon juice,1,Crocodile Cooler,oz
Lime soda,1,Crocodile Cooler,units
Pineapple wedge,1,Crocodile Cooler,units
Maraschino cherry,1,Crocodile Cooler,units
Lime wheels,1,Crocodile Cooler with Lime wheel,units
Citrus-flavored vodka,1.5,Crocodile Cooler with Lime wheel,oz
Melon liqueur,1,Crocodile Cooler with Lime wheel,oz
Triple sec,0.75,Crocodile Cooler with Lime wheel,oz
Simple syrup,0.75,Crocodile Cooler with Lime wheel,oz
Lemon juice,1,Crocodile Cooler with Lime wheel,oz
Lime soda,1,Crocodile Cooler with Lime wheel,units
Pineapple wedge,1,Crocodile Cooler with Lime wheel,units
Lime juice,0.5,Cuban Cocktail No. 1,oz
Powdered sugar,0.5,Cuban Cocktail No. 1,oz
Light rum,2,Cuban Cocktail No. 1,oz
Brandy,1.5,Cuban Cocktail No. 2,oz
Light rum,0.5,Cuban Cocktail No. 2,oz
Apricot-flavored brandy,0.5,Cuban Cocktail No. 2,oz
Lime juice,0.5,Cuban Cocktail No. 2,oz
Pineapple juice,1,Cuban Special Cocktail,oz
Lime juice,0.5,Cuban Special Cocktail,oz
Old mr. boston rum,1,Cuban Special Cocktail,oz
Old mr. boston triple sec,0.5,Cuban Special Cocktail,oz
Cucumber,3,Cubeltini,oz
Mint leaves,5,Cubeltini,units
Simple syrup,1.5,Cubeltini,oz
Vodka,2,Cubeltini,oz
Lime juice,1,Cubeltini,oz
Mint sprigs,1,Cubeltini,units
Armagnac,1,D'artagnan,oz
Grand marnier,1,D'artagnan,oz
Simple syrup,1,D'artagnan,oz
Orange juice,0.5,D'artagnan,oz
Chilled champagne,3,D'artagnan,oz
Orange zest,1,D'artagnan,units
Light rum,2,Daiquiri,oz
Lime juice,0.75,Daiquiri,oz
Simple syrup,0.75,Daiquiri,oz
Lime juice,1,Daiquiri Cocktail,oz
Powdered sugar,1,Daiquiri Cocktail,oz
Old mr. boston rum,1.5,Daiquiri Cocktail,oz
Tennessee whiskey,2,Daisy Dueller,oz
Lemon juice,0.75,Daisy Dueller,oz
Simple syrup,0.75,Daisy Dueller,oz
Triple sec,0.5,Daisy Dueller,oz
Orange,1,Daisy Dueller,units
Lemon wheels,1,Daisy Dueller,units
Straight rye whiskey,0.75,De La Louisiane,oz
Sweet vermouth,0.75,De La Louisiane,oz
Benedictine,0.75,De La Louisiane,oz
Peychaud's bitters,3,De La Louisiane,oz
Maraschino cherry,1,De La Louisiane,units
Absinthe,3,De La Louisiane,oz
Pastis,3,De La Louisiane with Pastis,oz
Straight rye whiskey,0.75,De La Louisiane with Pastis,oz
Sweet vermouth,0.75,De La Louisiane with Pastis,oz
Benedictine,0.75,De La Louisiane with Pastis,oz
Peychaud's bitters,3,De La Louisiane with Pastis,oz
Maraschino cherry,1,De La Louisiane with Pastis,units
Brandy,0.5,Deauville Cocktail,oz
Apple brandy,0.5,Deauville Cocktail,oz
Triple sec,0.5,Deauville Cocktail,oz
Lemon juice,0.5,Deauville Cocktail,oz
Dry vermouth,1,Deauville Cocktail,oz
Orange bitters,1,Delmonico No. 2,oz
Dry vermouth,1,Delmonico No. 2,oz
Gin,1.5,Delmonico No. 2,oz
Apple brandy,1,Depth Bomb,oz
Brandy,1,Depth Bomb,oz
Lemon juice,1,Depth Bomb,oz
Grenadine,1,Depth Bomb,oz
Bourbon whiskey,2,Derby,oz
Benedictine,0.25,Derby,oz
Angostura bitters,1,Derby,oz
Lemon twist,1,Derby,units
Lemon juice,0.5,Derby Fizz,oz
Powdered sugar,1,Derby Fizz,oz
Egg,1,Derby Fizz,units
Scotch,2,Derby Fizz,oz
Triple sec,1,Derby Fizz,oz
Vodka,1.25,Desert Sunrise,oz
Orange juice,1.5,Desert Sunrise,oz
Pineapple juice,1.5,Desert Sunrise,oz
Grenadine,1,Desert Sunrise,oz
Straight rye whiskey,1.5,Deshler,oz
Dubonnet rouge,0.5,Deshler,oz
Triple sec,0.25,Deshler,oz
Angostura bitters,2,Deshler,oz
Lemon juice,0.5,Devil's Cocktail,oz
Port,1.5,Devil's Cocktail,oz
Dry vermouth,1.5,Devil's Cocktail,oz
Straight rye whiskey,1.5,Devil's Soul,oz
Mezcal,0.5,Devil's Soul,oz
Amaro,0.5,Devil's Soul,oz
Aperol,0.25,Devil's Soul,oz
Elderflower liqueur,0.25,Devil's Soul,oz
Orange wheel,1,Devil's Soul,units
Flamed,1,Devil's Soul,units
Blanco tequila,1.5,Diablo,oz
Creme de cassis,0.75,Diablo,oz
Lime juice,0.5,Diablo,oz
Lime wheels,1,Diablo,units
Gin,1.5,Dillatini,oz
Dry vermouth,0.75,Dillatini,oz
Mr. boston gin,1.5,Dillatini Cocktail,oz
Dry vermouth,0.75,Dillatini Cocktail,oz
Bourbon whiskey,1.5,Dinah Cocktail,oz
Lemon juice,0.75,Dinah Cocktail,oz
Simple syrup,0.5,Dinah Cocktail,oz
Mint leaves,1,Dinah Cocktail,units
Dry vermouth,1.5,Diplomat Cocktail,oz
Sweet vermouth,0.5,Diplomat Cocktail,oz
Bitters,2,Diplomat Cocktail,oz
Maraschino,0.5,Diplomat Cocktail,oz
Reposado tequila,1.5,Dirty Daisy,oz
White curacao,1,Dirty Daisy,oz
Olive brine,0.5,Dirty Daisy,oz
Balsamic vinegar,1,Dirty Daisy,oz
Lime juice,1,Dirty Daisy,oz
Absinthe,1,Dirty Harry,oz
Straight rye whiskey,2,Dirty Harry,oz
Sweet vermouth,0.5,Dirty Harry,oz
Maraschino liqueur,0.25,Dirty Harry,oz
Juice of orange,0.25,Dixie Cocktail,oz
Anisette,1,Dixie Cocktail,oz
Dry vermouth,0.5,Dixie Cocktail,oz
Gin,1,Dixie Cocktail,oz
Powdered sugar,1,Dixie Julep,oz
Bourbon,2.5,Dixie Julep,oz
Bourbon whiskey,2,Dixie Whiskey Cocktail,oz
White creme de menthe,0.5,Dixie Whiskey Cocktail,oz
Triple sec,0.5,Dixie Whiskey Cocktail,oz
Simple syrup,0.25,Dixie Whiskey Cocktail,oz
Angostura bitters,1,Dixie Whiskey Cocktail,oz
Gin,0.75,Doctor Cook,oz
Lemon juice,1,Doctor Cook,oz
Maraschino,1,Doctor Cook,oz
Egg white,1,Doctor Cook,units
Brandy,1,Dolores,oz
Preferably spanish,1,Dolores,oz
Cherry liqueur,1,Dolores,oz
Egg white,1,Dolores,units
Freshly grated nutmeg,1,Dolores,units
White,1,Dolores,oz
Dark creme de cacao,1,Dolores with Dark creme de cacao,oz
Brandy,1,Dolores with Dark creme de cacao,oz
Preferably spanish,1,Dolores with Dark creme de cacao,oz
Cherry liqueur,1,Dolores with Dark creme de cacao,oz
Egg white,1,Dolores with Dark creme de cacao,units
Freshly grated nutmeg,1,Dolores with Dark creme de cacao,units
Gin,0.75,Double Standard Sour,oz
Lemon juice,1,Double Standard Sour,oz
White creme de menthe,0.5,Double Standard Sour,oz
Grenadine,0.5,Double Standard Sour,oz
Simple syrup,0.25,Double Standard Sour,oz
Rye,0.75,Double Standard Sour,oz
Bourbon whiskey,0.75,Double Standard Sour with Bourbon whiskey,oz
Gin,0.75,Double Standard Sour with Bourbon whiskey,oz
Lemon juice,1,Double Standard Sour with Bourbon whiskey,oz
White creme de menthe,0.5,Double Standard Sour with Bourbon whiskey,oz
Grenadine,0.5,Double Standard Sour with Bourbon whiskey,oz
Simple syrup,0.25,Double Standard Sour with Bourbon whiskey,oz
Mr. boston gin,0.75,Dr. Cook,oz
Lemon juice,1,Dr. Cook,oz
Maraschino,1,Dr. Cook,oz
Egg white,1,Dr. Cook,units
Brandy,1.5,Dream Cocktail,oz
Triple sec,0.75,Dream Cocktail,oz
Anisette,1,Dream Cocktail,oz
Vodka,2,Dreamy Dorini Smoking Martini,oz
Smoky scotch,0.5,Dreamy Dorini Smoking Martini,oz
Such as laphroaig,0.5,Dreamy Dorini Smoking Martini,oz
Pastis,4,Dreamy Dorini Smoking Martini,oz
Mr. boston gin,1.666666667,Dry Martini,oz
Dry vermouth,0.333333333,Dry Martini,oz
Gin,1.666666667,Dry Martini (5-to-1),oz
Dry vermouth,0.333333333,Dry Martini (5-to-1),oz
Bitters,1,Du Barry Cocktail,oz
Dry vermouth,0.75,Du Barry Cocktail,oz
Anisette,0.5,Du Barry Cocktail,oz
Gin,1.5,Du Barry Cocktail,oz
Irish whiskey,2,Dubliner,oz
Sweet vermouth,0.5,Dubliner,oz
Grand marnier,0.5,Dubliner,oz
Orange bitters,2,Dubliner,oz
Dubonnet,1.5,Dubonnet Cocktail,oz
Gin,0.75,Dubonnet Cocktail,oz
Juice of orange,0.5,Dubonnet Fizz,oz
Lemon juice,0.25,Dubonnet Fizz,oz
Cherry-flavored brandy,1,Dubonnet Fizz,oz
Dubonnet,2,Dubonnet Fizz,oz
Dubonnet,2,Dubonnet Highball,oz
Ginger ale,3,Dubonnet Highball,oz
Blended scotch whiskey,2,Dufftown Flip,oz
Port,0.5,Dufftown Flip,oz
Demerara syrup,0.5,Dufftown Flip,oz
Almond milk,0.5,Dufftown Flip,oz
Egg,1,Dufftown Flip,units
Freshly grated nutmeg,1,Dufftown Flip,units
Triple sec,0.5,Duke Cocktail,oz
Orange juice,1,Duke Cocktail,oz
Lemon juice,2,Duke Cocktail,oz
Maraschino,0.5,Duke Cocktail,oz
Egg,1,Duke Cocktail,units
Chilled champagne,3,Duke Cocktail,oz
Brandy,1.5,East India Cocktail No. 1,oz
Jamaica rum,0.5,East India Cocktail No. 1,oz
Triple sec,0.5,East India Cocktail No. 1,oz
Pineapple juice,0.5,East India Cocktail No. 1,oz
Angostura bitters,1,East India Cocktail No. 1,oz
